arm,seed,policy,origin,channel,normalized_MSE,raw_MAE,revision_normalized_MSE,revision_raw_MSE,innovation_MSE,high_innovation
D3,73101,selected,14053,0,0.044514441429557315,0.003541910250702251,0.0011144436662948822,4.223046863780031e-06,0.1722759403366189,False
D3,73101,selected,14053,1,0.29385737628815545,0.010193626305523017,0.04470435949522695,0.00011218392001188374,0.0643580801376109,False
D3,73101,selected,14053,2,0.1562878316754769,0.018954475854337214,0.007730407229871091,5.153698473826159e-05,0.07000562377021283,False
D3,73101,selected,14053,3,0.020049163221742564,0.002867493496121218,0.001023447772476057,1.3416497778532405e-06,0.009904184261005729,False
D3,73101,selected,14054,0,0.04464567270662696,0.003675450382847338,0.0011707386629636663,4.436369812546928e-06,0.17140987834329305,False
D3,73101,selected,14054,1,0.4934362927274097,0.013699422263509285,0.005776718729230102,1.4496459834533425e-05,0.1770001498976277,False
D3,73101,selected,14054,2,0.18402537182173112,0.02016234316161523,0.004522948489335429,3.015353788427914e-05,0.07679788191456223,False
D3,73101,selected,14054,3,0.020244467631187753,0.0028852221736374007,0.0007753737532289872,1.016446614814671e-06,0.00946916634706436,False
D3,73101,selected,14055,0,0.045731296837860966,0.003653878933005035,0.0019787985729218635,7.49841320845995e-06,0.17571881849155555,False
D3,73101,selected,14055,1,0.461967082740749,0.01295763817206025,0.11628457294398636,0.000291811791446359,0.18755200300067376,False
D3,73101,selected,14055,2,0.18468572235365124,0.02051631283853203,0.007411595136641671,4.941153215930194e-05,0.08203519813811386,False
D3,73101,selected,14055,3,0.019914498072904668,0.0029178705726750193,0.000719167954305073,9.427657688855275e-07,0.008794786486724679,False
D3,73101,selected,14056,0,0.046946812730304474,0.0036756111618752277,0.0018595469922493024,7.046524047086388e-06,0.18087814897588397,False
D3,73101,selected,14056,1,0.32260454404907385,0.010536287855667374,0.050543202041936144,0.00012683627724545385,0.11165948048053383,False
D3,73101,selected,14056,2,0.18233823634190727,0.020755510844166082,0.0112353821571049,7.490390888099535e-05,0.0811645737807375,False
D3,73101,selected,14056,3,0.02091159395768555,0.002918043390909831,0.0009373185665050608,1.2287419840553242e-06,0.00919448012246079,False
D3,73101,selected,14057,0,0.046367863369558934,0.0036464864915236837,0.0016615410543143055,6.296204959190064e-06,0.17875266455408975,False
D3,73101,selected,14057,1,0.2202891385602508,0.008196692523546517,0.0020259397381542743,5.08402008440054e-06,0.05354778230353324,False
D3,73101,selected,14057,2,0.22865273684877888,0.022135336411806445,0.008340062661890132,5.560142814483327e-05,0.10557813266642506,False
D3,73101,selected,14057,3,0.0212976379618179,0.00301296907911698,0.0009316837287060655,1.2213552086041736e-06,0.009650638483676867,False
D3,73101,selected,14058,0,0.046333811647188014,0.0037871125107320647,0.0017500251353727934,6.63150447437402e-06,0.17812980184948224,False
D3,73101,selected,14058,1,0.19001222543730092,0.007098038892851522,0.026315356906317294,6.603740502260571e-05,0.04602282475765893,False
D3,73101,selected,14058,2,0.25005453617990836,0.023088227206406492,0.008154552588172373,5.4364671845495934e-05,0.10609434012643854,False
D3,73101,selected,14058,3,0.02117303336841405,0.002989840948178122,0.00061968308841814,8.123498826952182e-07,0.009535222049681378,False
D3,73101,selected,15744,0,0.398705994081974,0.014219788421224802,0.03716821505893384,0.00014084436816692338,1.3523384754239889,True
D3,73101,selected,15744,1,0.2278506318860381,0.009373527558861922,0.018180032208742595,4.562211162731916e-05,0.1911251691113425,False
D3,73101,selected,15744,2,0.2305537809956438,0.022453307994889718,0.012227980939011514,8.152135434708514e-05,0.19104827562074164,False
D3,73101,selected,15744,3,0.521940127952166,0.010007406259949008,0.005834214389429715,7.648140579356895e-06,0.10030458256582792,False
D3,73101,selected,15745,0,0.4354687998065121,0.014671990972477943,0.04236225725491923,0.00016052655064907793,1.4954422624921395,True
D3,73101,selected,15745,1,0.24674015877240996,0.00964306958572318,0.015929127665118562,3.997355076820955e-05,0.20140187250940844,False
D3,73101,selected,15745,2,0.23220978123637617,0.022201075935736298,0.011544862244698074,7.696714695847387e-05,0.19239640825126933,False
D3,73101,selected,15745,3,0.5212234868291323,0.009991145894303917,0.002785325129940027,3.6513156238468514e-06,0.08422912145843008,False
D3,73101,selected,15746,0,0.4260496007292136,0.014113661479453246,0.01925120581253214,7.295007077467303e-05,1.5140630821282786,True
D3,73101,selected,15746,1,0.2354729995080753,0.009640921211211632,0.013226757614063896,3.319205408481796e-05,0.17554595492401825,False
D3,73101,selected,15746,2,0.23746383520241052,0.022452251771651208,0.016270837490158015,0.00010847422114694874,0.19726617691703383,False
D3,73101,selected,15746,3,0.538487957497385,0.010171296039503069,0.0034755274121357612,4.556109950909955e-06,0.08588009083348284,False
D3,73101,selected,15747,0,0.4180787626158293,0.013607663980871439,0.008925014347644767,3.382024142621851e-05,1.5185181728097052,True
D3,73101,selected,15747,1,0.2599549985799595,0.009939476676223177,0.010776315140566813,2.7042760245368808e-05,0.20643685623294464,False
D3,73101,selected,15747,2,0.24198260187047094,0.02326318758490185,0.01542833777649562,0.00010285745432032807,0.2125588357952406,True
D3,73101,selected,15747,3,0.5434930841036633,0.010198204381298273,0.00285887969828127,3.747739176595781e-06,0.08169133883796255,False
D3,73101,selected,15748,0,0.41878567388083543,0.01404130356470123,0.016372170995842643,6.204032331856698e-05,1.465112508341311,True
D3,73101,selected,15748,1,0.2573061415321922,0.010189245356743535,0.0036537617552664992,9.168978621404046e-06,0.19770997287438505,False
D3,73101,selected,15748,2,0.24066399992353554,0.022624768989781538,0.024686674273641077,0.00016458081928243917,0.21480937605913208,True
D3,73101,selected,15748,3,0.5353312433785695,0.01008949164391185,0.002614738992855183,3.4276922411206195e-06,0.0850101047213026,False
D3,73101,selected,15749,0,0.4155735240234607,0.014107153820246457,0.012953266558369262,4.9084806499814435e-05,1.4549545023099677,True
D3,73101,selected,15749,1,0.22566846879439542,0.009662345765220624,0.0022988986509595707,5.769000278422771e-06,0.15549408159806752,False
D3,73101,selected,15749,2,0.24072461786145316,0.02272466903142631,0.02183287066273884,0.00014555511613801157,0.21349963948960704,True
D3,73101,selected,15749,3,0.5382039623620823,0.010185283936622243,0.0024655620480590556,3.2321344215336585e-06,0.08472403852108244,False
D3,73101,selected,15750,0,0.31609623977577894,0.012665206630000224,0.028495719352996787,0.00010798101499819313,0.9725112068239433,True
D3,73101,selected,15750,1,0.21538500375058198,0.009647574802922707,0.0005168917369422902,1.297120502937275e-06,0.13884420138234158,False
D3,73101,selected,15750,2,0.2353567029719646,0.02216335736544182,0.010578432229180462,7.052416310532443e-05,0.18631244160994317,False
D3,73101,selected,15750,3,0.5319115833608377,0.010276703484014918,0.001264290862550155,1.6573738303993224e-06,0.08403861925797666,False
D3,73101,selected,15751,0,0.4415302462422471,0.01605323456789677,0.04437280139722627,0.00016814525977853017,0.9790898363076171,True
D3,73101,selected,15751,1,0.09483744046638704,0.007138060206981996,0.02569126519511454,6.447127018922051e-05,0.039068834475102725,False
D3,73101,selected,15751,2,0.21675411310250653,0.021346492964153488,0.008869256267984167,5.91294496306184e-05,0.17118779664527076,False
D3,73101,selected,15751,3,0.45491677656789226,0.009317962009459732,0.017527423807623458,2.2976906970978574e-05,0.16889595331474316,False
D3,73101,selected,15752,0,0.5626524906584333,0.017995815625724693,0.06548350528639595,0.00024814166924061004,0.9177747240975567,True
D3,73101,selected,15752,1,0.1109125740768268,0.007549115385208278,0.020178267200717165,5.0636607686222693e-05,0.11284636911456951,False
D3,73101,selected,15752,2,0.19616898868074614,0.01996516084584097,0.027029284144682728,0.00018019850222998914,0.15900175222494226,False
D3,73101,selected,15752,3,0.3064454995237657,0.008255314317407707,0.00473479238435329,6.2068952822870276e-06,0.7920186498201577,True
D3,73101,selected,15753,0,0.32386886129788334,0.015015865871620675,0.060205837813422855,0.0002281425990822127,0.20977153185988937,False
D3,73101,selected,15753,1,0.1550796733374296,0.008412156052483867,0.061087746779217245,0.00015329741832264954,0.24190244795080065,True
D3,73101,selected,15753,2,0.20664262229009736,0.020846012191909055,0.02339715662193567,0.0001559838787126254,0.16878533360541229,False
D3,73101,selected,15753,3,0.3029718999634712,0.008082761325749258,0.006898712930743325,9.043604295129373e-06,0.8046359432860631,True
D3,73101,selected,15754,0,0.26219714092061197,0.01341646566092968,0.025593449920489963,9.698322283024918e-05,0.05329677814899982,False
D3,73101,selected,15754,1,0.1500870309438476,0.008057003249662617,0.010491462677293856,2.6327933630787444e-05,0.2252581193010632,True
D3,73101,selected,15754,2,0.22750291729316027,0.021432133807862797,0.05496183894659694,0.0003664189182727949,0.21736795661438782,True
D3,73101,selected,15754,3,0.3133452257462473,0.00833398382977272,0.016370431114217588,2.1460191578330512e-05,0.8205111089985113,True
D3,73101,selected,15755,0,0.22554517438971103,0.012340917561296372,0.025449176155307975,9.643651518588421e-05,0.0331092945317118,False
D3,73101,selected,15755,1,0.1580065507736996,0.008024484319115678,0.010803818839339096,2.711177974990796e-05,0.2560703010191116,True
D3,73101,selected,15755,2,0.18033125181602677,0.019232117192323008,0.04106214233720552,0.00027375259026142865,0.08863838008417335,False
D3,73101,selected,15755,3,0.32234080437139956,0.008377243815362452,0.021562194773337717,2.826613590421745e-05,0.8383019289557061,True
D3,73101,selected,15756,0,0.2233359949249186,0.013333417276106775,0.025809302626681793,9.780117004596842e-05,0.05544749749155162,False
D3,73101,selected,15756,1,0.14937457902620394,0.008040915190335363,0.025832254669153582,6.482507800699725e-05,0.2640102550365868,True
D3,73101,selected,15756,2,0.17607789671134172,0.019053169649342696,0.017536963841708067,0.00011691521688186994,0.08656579543496819,False
D3,73101,selected,15756,3,0.3145291766232459,0.008413440174423158,0.01914602159280403,2.509874593269468e-05,0.8107401073403513,True
D3,73101,selected,15757,0,0.2508492933098193,0.013572542915089678,0.032999288820885216,0.00012504673621173122,0.03545123329691705,False
D3,73101,selected,15757,1,0.1374860971516923,0.007909718196062994,0.016129941673494595,4.0477486019878415e-05,0.230480772787205,True
D3,73101,selected,15757,2,0.1798264737309075,0.019783813264903923,0.028962154406806277,0.000193084538144783,0.08356041060036982,False
D3,73101,selected,15757,3,0.324713964683873,0.008628338136617095,0.012481552508056408,1.6362214663073287e-05,0.8378878700143559,True
D3,73101,selected,15758,0,0.22784718700415804,0.013825165312799315,0.011910097374248332,4.51318454981695e-05,0.04490170411909116,False
D3,73101,selected,15758,1,0.14813872155512328,0.00790402284823358,0.150718490848855,0.0003782224219878389,0.2305699423218142,True
D3,73101,selected,15758,2,0.20837225928247058,0.02074617307136456,0.012202364452063732,8.135057466399492e-05,0.06926256455334479,False
D3,73101,selected,15758,3,0.32120622060593473,0.008509706033642093,0.009202175153864163,1.2063240140802877e-05,0.8326419282233313,True
D3,73101,selected,15759,0,0.23179172994351047,0.013650987463879086,0.043544115510115305,0.00016500505678535642,0.03905355475096935,False
D3,73101,selected,15759,1,0.13680149300000363,0.007804780739111204,0.006114247853212963,1.5343476561182137e-05,0.22569399218824207,True
D3,73101,selected,15759,2,0.20608017318205524,0.021499501744098957,0.009272673078951897,6.181894391103146e-05,0.06513485440290472,False
D3,73101,selected,15759,3,0.31785257107375825,0.008446787912709018,0.014099302056935027,1.8482941661798525e-05,0.8039974303217701,True
D3,73101,selected,17449,0,0.003353647842766971,0.00245914664529264,0.0007863997874594448,2.979965032372621e-06,0.0017634822815672353,False
D3,73101,selected,17449,1,0.03223537527941281,0.006452398327893267,0.0014355815245010765,3.6025382028426547e-06,0.0021290470659896467,False
D3,73101,selected,17449,2,0.11582595385365922,0.01518651344863077,0.01586792929422342,0.00010578811769504197,0.04572246821374226,False
D3,73101,selected,17449,3,0.08190402529704635,0.00842317431056872,0.014809177826930676,1.9413526196477692e-05,0.017159789070384342,False
D3,73101,selected,17450,0,0.0032144822308149035,0.0024631026819348337,0.0007440981115480876,2.8196680472553602e-06,0.0018809757900198792,False
D3,73101,selected,17450,1,0.03283575702326568,0.006558598846103996,0.0010763893710022295,2.7011589129478236e-06,0.0021242540152438725,False
D3,73101,selected,17450,2,0.1170291271412303,0.015162865049391983,0.016010612780674532,0.00010673935822415904,0.0473498873805861,False
D3,73101,selected,17450,3,0.08179027403831662,0.00841223784501975,0.008162019891548848,1.0699688317106012e-05,0.017435200209611663,False
D3,73101,selected,17451,0,0.003434908402076525,0.0025895639868763584,0.0009215861200201559,3.492236971289429e-06,0.0019123656408925034,False
D3,73101,selected,17451,1,0.03356261983335866,0.00670996652500083,0.0007572117002943037,1.9001944726878006e-06,0.0017450810116028965,False
D3,73101,selected,17451,2,0.11961653818195965,0.01535409916508943,0.01708427663502833,0.00011389724732759991,0.04899532302877019,False
D3,73101,selected,17451,3,0.08487605391524702,0.008742012709286064,0.0076777355415420245,1.0064834240446565e-05,0.018109678571949867,False
D3,73101,selected,17452,0,0.003378007545128452,0.002517643859734138,0.0010278326587223733,3.894845129623348e-06,0.0018576735581071976,False
D3,73101,selected,17452,1,0.03208854488371071,0.006556660826131703,0.0012344534156675758,3.0978147278104724e-06,0.0019449002293351154,False
D3,73101,selected,17452,2,0.11989402916596854,0.015341023518082997,0.016567521675701514,0.00011045215166053876,0.054039544634062305,False
D3,73101,selected,17452,3,0.086798779999263,0.008854137886253497,0.007315383588663757,9.58982278391893e-06,0.019512228623254326,False
D3,73101,selected,17453,0,0.003251969970330893,0.002390085118450225,0.0008333532931932569,3.1578895530367155e-06,0.0017882473020727687,False
D3,73101,selected,17453,1,0.03138294007089889,0.006558118234388531,0.0010867949462257083,2.727271315221992e-06,0.002426524050853416,False
D3,73101,selected,17453,2,0.12068106842565524,0.01552469001505524,0.016952535590929806,0.00011301895773984406,0.0431941519664494,False
D3,73101,selected,17453,3,0.07671833114073658,0.008430143720408281,0.007563788283792974,9.915459433878625e-06,0.01898052634356716,False
D3,73101,selected,17454,0,0.0039670354860107705,0.0026579926842823626,0.0009653003618828292,3.657886700911417e-06,0.0025442218141696793,False
D3,73101,selected,17454,1,0.0364605436805728,0.0070931613989795245,0.0006356652905043063,1.5951782982570144e-06,0.003996739741943066,False
D3,73101,selected,17454,2,0.11418214321599522,0.014862248073207837,0.010864011808126043,7.242806156293816e-05,0.04507235005435902,False
D3,73101,selected,17454,3,0.07235124885119623,0.008039411060046403,0.003949547895203466,5.1775090031225095e-06,0.015029174017456848,False
D3,73101,selected,17455,0,0.0034923455635399014,0.0024963538760008914,0.0005131143836855808,1.9443836905529608e-06,0.0012941170474095563,False
D3,73101,selected,17455,1,0.041202039376833276,0.007555596747001012,0.0010452225872896465,2.622947033602737e-06,0.0048848146210490615,False
